li2 khui1 a1i5	li2|khui1|a1.i5
e7sai2	e7sai2
ho2ciah8	ho2.ciah8
ping1ping1	ping1.ping1
he1 ping1	he1|ping1
ping1	ping1
ping1	ping1
sik4khia1	sik4.khia1
ho2	ho2
ho2 be2	ho2|be2
be2 ho2	be2|ho2
be2 ho2	be2|ho2
ho2	ho2
pa1pa1 chiat4	pa1.pa1|chiat4
pa1pa1 chiat4	pa1.pa1|chiat4
ho2 kio3 pa1pa1 chiat4	ho2|kio3|pa1.pa1|chiat4
ho2	ho2
tan2le0 ciah4	tan2.le0|ciah4
kang7khuan2	kang7khuan2
nai7ci1	nai7ci1
sng1sng1	sng1.sng1
nai7ci1	nai7ci1
he1 sann2	he1|sann2
he1 siann2mih8	he1|siann2.mih8
phong7ko2	phong7ko2
li2	li2
phong7ko2	phong7ko2
a1ma2 cing3	a1.ma2|cing3
se2 liu2ting1	se2|liu2.ting1
li2 khi3 se2 liu2ting1	li2|khi3|se2|liu2.ting1
ce1 sann2	ce1|sann2
liu2ting1	liu2.ting1
liu2ting1	liu2.ting1
a1ma2 cing3	a1.ma2|cing3
a1ma2 cing3	a1.ma2|cing3
suann1	suann1
suann1	suann1
he1	he1
ho2	ho2
kiann1kiann1	kiann1.kiann1
ho2	ho2
ti7leh4	ti7leh4
a1ma2 ti7leh4	a1.ma2|ti7leh4
a1ma2 ti7leh4	a1.ma2|ti7leh4
ho2	ho2
ho2	ho2
he1 kha1 hiah4 bai2 koh4 po3 khuann3	he1|kha1|hiah4|bai2|koh4|po3|khuann3
m7ho2 khang3	m7ho2|khang3
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
tian7hong1	tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
i1 khun3 liau2 ciok4 pa2	i1|khun3|liau2|ciok4|pa2
bang2a2 ting3	bang2.a2|ting3
bang2a2 ting3	bang2.a2|ting3
ce1	ce1
ka7lue3	ka7lue3
phah4 kha1chng1	phah4|kha1.chng1
kong2	kong2
kong2	kong2
phah4 kha1chng1	phah4|kha1.chng1
hia1 khau3	hia1|khau3
khau3	khau3
kong2	kong2
an3ne1	an3.ne1
an3ne1	an3.ne1
kong2	kong2
pa1pa1 phah4 kha1chng1	pa1.pa1|phah4|kha1.chng1
phah4 kha1chng1	phah4|kha1.chng1
long2 phah4	long2|phah4
khoo3	khoo3
kiann1kiann1	kiann1.kiann1
li2 khoo3	li2|khoo3
a1ma2 kok0kok0ke1	a1.ma2|kok0kok0ke1
a1ma2 ciah4	a1.ma2|ciah4
ciah4	ciah4
a1ma2 liah8khi3	a1.ma2|liah8khi3
a1ma2 liah8khi3	a1.ma2|liah8khi3
kok0kok0ke1	kok0kok0ke1
a1ma2 liah8khi3	a1.ma2|liah8khi3
ke1bah4	ke1.bah4
li2 ke1bah4	li2|ke1.bah4
an3ne1	an3.ne1
beh4 khi3 chit4tho5	beh4|khi3|chit4.tho5
i1 kong2 pa1pa1 se2	i1|kong2|pa1.pa1|se2
pa1pa1 se2	pa1.pa1|se2
oo1khi3	oo1.khi3
oo1khi3	oo1.khi3
tan2le0 ciah4koh4 se2	tan2.le0|ciah4.koh4|se2
hiah4 pa2	hiah4|pa2
hiah4 pa2	hiah4|pa2
phah4eh4	phah4.eh4
phah4eh4	phah4.eh4
li2 se2thau5moo1	li2|se2.thau5moo1
kui2	kui2
kui2	kui2
kui2	kui2
pa1pa1 chiat4	pa1.pa1|chiat4
kuainn1khi2lai5	kuainn1.khi2.lai5
kuainn1khi2lai5	kuainn1.khi2.lai5
be7tang3 jip8khi3	be7tang3|jip8khi3
khui1khui1	khui1.khui1
i1 khui1khui1	i1|khui1.khui1
so2si5	so2.si5
so2si5	so2.si5
so2si5 khui1 khui1	so2.si5|khui1|khui1
so2si5 thang1ho2 khui1 ho2	so2.si5|thang1.ho2|khui1|ho2
he1 tian7hong1	he1|tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
ko1ko1	ko1.ko1
a2be7	a2.be7
long2 e5a2	long2|e5a2
koh4 khah4 oo1	koh4|khah4|oo1
thoo5kha1 sio1sio1	thoo5kha1|sio1.sio1
thoo5kha1 sio1sio1	thoo5kha1|sio1.sio1
ai3 e5a2	ai3|e5a2
sio1sio1	sio1.sio1
kuai1	kuai1
bo5khi3	bo5khi3
lau5ting2	lau5ting2
pa1pa1 be2	pa1.pa1|be2
he1	he1
he1 a1kong1 be2	he1|a1.kong1|be2
a1kong1 be2	a1.kong1|be2
a1kong1 tho2 khoo1khoo1	a1.kong1|tho2|khoo1.khoo1
tho2 khoo1khoo1	tho2|khoo1.khoo1
a1kong1 tho2 khoo1khoo1	a1.kong1|tho2|khoo1.khoo1
cia1	cia1
cit4	cit4
cit4	cit4
cit4	cit4
khuann3 lai7te2	khuann3|lai7te2
lai7te2	lai7te2
mih8a2	mih8a2
khoo1khoo1 hia1	khoo1.khoo1|hia1
he1 sann2	he1|sann2
ia2	ia2
cit8pah4	cit8pah4
lue3	lue3
ho2	ho2
ho2	ho2
a1ma2 hia1	a1.ma2|hia1
be2 piann2 ho2	be2|piann2|ho2
be2 piann2	be2|piann2
li2 u7kau3 ai3ciah8	li2|u7kau3|ai3.ciah8
beh4 kiann5khi3 tueh4	beh4|kiann5khi3|tueh4
ko1ko1	ko1.ko1
hioh8a2	hioh8a2
hioh8a2	hioh8a2
hioh8a2	hioh8a2
hioh8a2	hioh8a2
ciah8pa2	ciah8pa2
hia1	hia1
kio3 cheh4 li2 khuann3	kio3|cheh4|li2|khuann3
ce1 sann2	ce1|sann2
ka1	ka1
ka1	ka1
ka1to1	ka1.to1
ka1to1	ka1.to1
ka1ka1	ka1.ka1
chiu2	chiu2
chiu2 tueh4	chiu2|tueh4
chiu2	chiu2
li2 khuann3 chiu2	li2|khuann3|chiu2
hue1 li2 khuann3	hue1|li2|khuann3
li2 khuann3	li2|khuann3
ce1 sann2	ce1|sann2
lian2a2	lian2.a2
ce1 sann2	ce1|sann2
bak8ciu1 bak8ciu1	bak8ciu1|bak8ciu1
bak8ciu1 tueh4	bak8ciu1|tueh4
bak8ciu1	bak8ciu1
bak8ciu1	bak8ciu1
phinn7a2	phinn7a2
phinn7a2	phinn7a2
phinn7a2	phinn7a2
phinn7a2 tueh4	phinn7a2|tueh4
li2 khuann3	li2|khuann3
thau1chua7jio7	thau1.chua7jio7
niau1mi1	niau1.mi1
li2 khuann3 niau1mi1	li2|khuann3|niau1.mi1
tueh4	tueh4
niau1mi1	niau1.mi1
niau1mi1	niau1.mi1
chia1	chia1
chia1	chia1
chia1	chia1
hue1kan1	hue1.kan1
kua3 bak8kiann3	kua3|bak8kiann3
li2 khuann3 i1 leh4	li2|khuann3|i1|leh4
lim1te5	lim1.te5
lim1te5	lim1.te5
lim1te5	lim1.te5
ce1 chiu7a2	ce1|chiu7a2
chiu7a2	chiu7a2
ce1	ce1
bo7a2	bo7a2
cia1	cia1
cia1	cia1
cia1	cia1
hue1	hue1
lian2a2	lian2.a2
thng3 khoo3	thng3|khoo3
thng3 khoo3	thng3|khoo3
thng3 khoo3	thng3|khoo3
ce1 khoo3	ce1|khoo3
ce1 khoo3	ce1|khoo3
khoo3	khoo3
ce1	ce1
thng3 khoo3	thng3|khoo3
ce1 khoo3	ce1|khoo3
thau5moo1	thau5moo1
khoo3	khoo3
khoo3	khoo3
ah4bo5 thng3 khoo3	ah4.bo5|thng3|khoo3
thng3 khoo3	thng3|khoo3
thng3 khoo3 khi2lai5 phah4 kha1chng1	thng3|khoo3|khi2.lai5|phah4|kha1.chng1
bak8ciu1	bak8ciu1
bak8ciu1	bak8ciu1
hinn7a2	hinn7a2
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
chiu2	chiu2
beh4 thng3 e5a2	beh4|thng3|e5a2
an3nua2	an3.nua2
ka1ling7	ka1.ling7
pue1a2	pue1.a2
lim1te5	lim1.te5
lim1te5	lim1.te5
ko1ko1 khui1	ko1.ko1|khui1
ho2	ho2
chau3 pa1pa1	chau3|pa1.pa1
chau3 ko1ko1	chau3|ko1.ko1
chau3	chau3
chau3	chau3
li2 kong2	li2|kong2
chau3	chau3
kin1cio1	kin1.cio1
i1 beh4 kin1cio1	i1|beh4|kin1.cio1
cia1	cia1
ho2	ho2
ho2	ho2
peh4	peh4
peh4	peh4
peh4	peh4
khui1	khui1
khui1	khui1
khui1	khui1
peh4	peh4
beh4	beh4
beh4 koh4	beh4|koh4
piann2	piann2
tueh4 piann2	tueh4|piann2
piann2 ho2	piann2|ho2
ho2 li2 tam3 cia1 tan2	ho2|li2|tam3|cia1|tan2
piann2	piann2
piann2 ho2	piann2|ho2
piann2	piann2
a1ma2 hia1 piann2	a1.ma2|hia1|piann2
li2 tan2	li2|tan2
piann2	piann2
gua2	gua2
li2	li2
tueh4	tueh4
tian7hong1 tueh4	tian7hong1|tueh4
ue7sing1cua2	ue7sing1.cua2
cua2	cua2
chau3 pa1pa1	chau3|pa1.pa1
chau3 ko1ko1	chau3|ko1.ko1
chau3	chau3
li2 kong2	li2|kong2
chau3	chau3
an3ne1	an3.ne1
an3ne1 hiah4	an3.ne1|hiah4
an3ne1	an3.ne1
khat4lue3	khat4.lue3
tng3ang5ku1	tng3.ang5ku1
oo1oo1	oo1.oo1
oo1oo1	oo1.oo1
oo1oo1	oo1.oo1
li2 kong2	li2|kong2
a1kong1	a1.kong1
kio3 a1kong1	kio3|a1.kong1
pa2	pa2
cia1	cia1
hia1	hia1
a1peh4	a1.peh4
ho2	ho2
li2 kong2	li2|kong2
cia1	cia1
cia1	cia1
cia1	cia1
sann1	sann1
ce1	ce1
ce1	ce1
ce1 khoo3	ce1|khoo3
khoo3	khoo3
khoo3	khoo3
sann1	sann1
khoo1khoo1	khoo1.khoo1
khoo1khoo1	khoo1.khoo1
beh4	beh4
sio1sio1	sio1.sio1
sio1sio1	sio1.sio1
be7sai2	be7sai2
he1 siann2	he1|siann2
li2 kong2 khat4	li2|kong2|khat4
khat4	khat4
ce1 sann2	ce1|sann2
ho2ciah8	ho2.ciah8
ho2ciah8	ho2.ciah8
tiam7tiam7a2	tiam7tiam7a2
tiam7tiam7a2	tiam7tiam7a2
pa1pa1	pa1.pa1
a1ma2	a1.ma2
a1kong1	a1.kong1
kin2	kin2
li2 khuann3	li2|khuann3
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ka7lue3	ka7lue3
cau2	cau2
cau2	cau2
khuann3 koh4 kann2 phah4	khuann3|koh4|kann2|phah4
kok0kok0ke1	kok0kok0ke1
siunn1 phainn2	siunn1|phainn2
beh4 sann2	beh4|sann2
a1ki5	a1.ki5
li2 siak4	li2|siak4
siak4 sann2 phainn2khi3	siak4|sann2|phainn2.khi3
kong2 cit4 ciah4 sann2mih8	kong2|cit4|ciah4|sann2.mih8
li2 phainn2se3	li2|phainn2.se3
li2 kong2	li2|kong2
sann2mih8	sann2.mih8
li2 ciah8pa2	li2|ciah8pa2
li2 ciah8pa2	li2|ciah8pa2
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
li2 kong2	li2|kong2
ce1	ce1
ce1 sann2	ce1|sann2
cit4 sann2mih8	cit4|sann2.mih8
chui3chiu1	chui3.chiu1
ce1 sann2mih8	ce1|sann2.mih8
ce1 sann2mih8	ce1|sann2.mih8
ce1 sann2mih8	ce1|sann2.mih8
lai7te2 ce1 sann2mih8	lai7te2|ce1|sann2.mih8
cit4 sann2mih8	cit4|sann2.mih8
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
li2 kong2	li2|kong2
li2 kong2 ce1 sann2mih8	li2|kong2|ce1|sann2.mih8
ce1 bue2liu1	ce1|bue2.liu1
e5a2 li2 long2 oo1peh8 tan3	e5a2|li2|long2|oo1.peh8|tan3
li2 long2 oo1peh8 tan3	li2|long2|oo1.peh8|tan3
li2 khi3 uan1kio5 a1ma2 hia1 chong3 sann2	li2|khi3|uan1.kio5|a1.ma2|hia1|chong3|sann2
chong3 sann2	chong3|sann2
sann2mih8	sann2.mih8
cit4 ciah4 li2	cit4|ciah4|li2
cit4 ciah4	cit4|ciah4
cit4 ciah4 li2	cit4|ciah4|li2
kua3 sann2mih8	kua3|sann2.mih8
ce1	ce1
ce1 sann2	ce1|sann2
i1 ti3 ce1 sann2mih8	i1|ti3|ce1|sann2.mih8
ti3 siann2mih8	ti3|siann2.mih8
li2 teh4tioh8	li2|teh4.tioh8
khian1tioh8	khian1.tioh8
khng3lue3	khng3.lue3
khng3 ho2	khng3|ho2
li2 kam2 cai1	li2|kam2|cai1
li2	li2
i1 cai1iann2 lin2 long2 cah4	i1|cai1.iann2|lin2|long2|cah4
li2 be7ki3cit4	li2|be7ki3.cit4
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
li2 hit4 tiunn1 sing1	li2|hit4|tiunn1|sing1
he1 sann2mih8	he1|sann2.mih8
li2 kam2 cai1	li2|kam2|cai1
he1	he1
i1 kong2 an3ne1 siunn1 se3 siann1	i1|kong2|an3.ne1|siunn1|se3|siann1
ho2	ho2
cit4le0	cit4.le0
lo1so1	lo1.so1
uann7lai5uann7khi3	uann7lai5uann7khi3
ho2	ho2
hit4 ciah4 sann2	hit4|ciah4|sann2
hit4 ciah4 sann2	hit4|ciah4|sann2
khah4	khah4
khah4	khah4
khah4	khah4
ce1 giu2	ce1|giu2
giu2	giu2
khah4	khah4
khah4	khah4
khah4	khah4
beh4	beh4
kin2	kin2
pang3jio7 ho2	pang3.jio7|ho2
tam3 cia1 ho2	tam3|cia1|ho2
lan2 chut4lai5 gua7khau2 bah4	lan2|chut4.lai5|gua7khau2|bah4
uan1kio5 a1ma2	uan1.kio5|a1.ma2
uan1kio5 a1ma2 uan1kio5	uan1.kio5|a1.ma2|uan1.kio5
cok4 sio1	cok4|sio1
ching3 ian1 li2 khuann3	ching3|ian1|li2|khuann3
li2 hia1	li2|hia1
cok4 ki5kuai3	cok4|ki5kuai3
i1 cok4 ai3	i1|cok4|ai3
he1 m7ho2 bong1	he1|m7ho2|bong1
li2 beh4 chiunn3	li2|beh4|chiunn3
li2 beh4 chiunn3	li2|beh4|chiunn3
he1 chiunn3kua1 leh4	he1|chiunn3.kua1|leh4
li2 kam2 beh4 chiunn3	li2|kam2|beh4|chiunn3
be7sai2 bong1	be7sai2|bong1
li2 ho2	li2|ho2
sio1	sio1
thng1 cok4 sio1	thng1|cok4|sio1
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
suann1 chong3 sann2	suann1|chong3|sann2
a1ma2 cing3 liu2ting1	a1.ma2|cing3|liu2.ting1
tau7a2 ai3 cu2	tau7a2|ai3|cu2
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
liu2ting1	liu2.ting1
a1kong1 kuah4 sun2	a1.kong1|kuah4|sun2
sun2a2	sun2.a2
phua3 khang1	phua3|khang1
so1 ho2	so1|ho2
phua3 khang1	phua3|khang1
he1 sann2	he1|sann2
ling5ging2	ling5ging2
li2 koh4 e7ki3cit4 he1 ling5ging2	li2|koh4|e7ki3.cit4|he1|ling5ging2
an3ne1	an3.ne1
he1 sann2	he1|sann2
li2 chiunn3 ho2	li2|chiunn3|ho2
ho2 li2 tau3 chiunn3 ho2	ho2|li2|tau3|chiunn3|ho2
an3ne1 siunn1 se3 siann1	an3.ne1|siunn1|se3|siann1
a1i5 thiann1	a1.i5|thiann1
ai3 khah4 siann1	ai3|khah4|siann1
khah4 siann1	khah4|siann1
khah4 siann1	khah4|siann1
koh4 kai2	koh4|kai2
khah4 siann1	khah4|siann1
siunn1 se3 siann1 a1i5 thiann1	siunn1|se3|siann1|a1.i5|thiann1
ai3 cok4 siann1	ai3|cok4|siann1
lian2a2	lian2.a2
to2	to2
ping2chia1	ping2.chia1
li2 ka3	li2|ka3
he1 be7hiau2	he1|be7hiau2
cit4 tiunn1 li2 au2	cit4|tiunn1|li2|au2
au2 he1	au2|he1
kua3 ho2	kua3|ho2
li2 kio3 li2 ka3	li2|kio3|li2|ka3
ai3 tan2	ai3|tan2
tan2	tan2
ho2sng2	ho2.sng2
ho2sng2	ho2.sng2
ping2chia1	ping2.chia1
long3piah4	long3.piah4
can2	can2
can2	can2
khuann3 he1 beh4 an3nua2 sng2	khuann3|he1|beh4|an3.nua2|sng2
ce1 be7hiau2 sng2	ce1|be7hiau2|sng2
li2 khuann3 he1 an3nua2	li2|khuann3|he1|an3.nua2
an3ne1	an3.ne1
ah4bo5 li2 chi3 khuann3mai7	ah4.bo5|li2|chi3|khuann3.mai7
li2 chi3 khuann3mai7	li2|chi3|khuann3.mai7
ho2 li2 khuann3	ho2|li2|khuann3
khi2lai5	khi2.lai5
long3piah4	long3.piah4
ping2kue3	ping2.kue3
i1 cia1	i1|cia1
cia1 piah4	cia1|piah4
long3tioh8	long3.tioh8
ping2kue3	ping2.kue3
long2	long2
long2 chia1	long2|chia1
cit4 can2	cit4|can2
can2	can2
an3ne1	an3.ne1
pian3 an3ne1	pian3|an3.ne1
he1 chia1 co3	he1|chia1|co3
pa1pa1 he1 khang1	pa1.pa1|he1|khang1
koh4 sann2	koh4|sann2
cin1	cin1
li2	li2
he1 sann2mih8 sik4	he1|sann2.mih8|sik4
li2 cai1iann2 ko1hiong5 tueh4	li2|cai1.iann2|ko1.hiong5|tueh4
beh4 khi3 tai5pak4	beh4|khi3|tai5pak4
ko1ko1	ko1.ko1
oo1	oo1
oo1	oo1
oo1sik4	oo1.sik4
kin2	kin2
li2 chiunn3	li2|chiunn3
kin2	kin2
li2 chiunn3	li2|chiunn3
kin2	kin2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
thinn1 oo1oo1	thinn1|oo1.oo1
thinn1 oo1oo1	thinn1|oo1.oo1
si3kha1a2	si3.kha1.a2
ho2	ho2
lim1te5	lim1.te5
ho2	ho2
li2 kin1a2 bi2ko1	li2|kin1.a2|bi2.ko1
cai3 li2 khi3 ke1a2	cai3|li2|khi3|ke1.a2
pa1pa1	pa1.pa1
ping1	ping1
a1lin2 ping1	a1.lin2|ping1
ko1ko1 ping1 khu3khu3sau3	ko1.ko1|ping1|khu3.khu3.sau3
li2	li2
piann2	piann2
a1ma2 piann2 piann2	a1.ma2|piann2|piann2
ce1	ce1
a1ma2 piann2	a1.ma2|piann2
khi3 sian7ang1a2 kiann1tioh8	khi3|sian7ang1.a2|kiann1.tioh8
li2	li2
ciah4 ciah4	ciah4|ciah4
niau1mi1	niau1.mi1
niau1mi1	niau1.mi1
peh4khi2khi3	peh4.khi2.khi3
a1lin2 an3ne1	a1.lin2|an3.ne1
li2 an3ne1 be2be2	li2|an3.ne1|be2.be2
hi5a2	hi5a2
hi5a2	hi5a2
hi5a2 an3nua2	hi5a2|an3.nua2
an3nua2	an3.nua2
an3nua2	an3.nua2
li2 khi3	li2|khi3
hia1	hia1
li2 a1peh4 li2 khi3 hi5a2 phun3phun3	li2|a1.peh4|li2|khi3|hi5a2|phun3.phun3
he1 sann2	he1|sann2
a1m2 theh8tng2lai5 he1 sann2	a1.m2|theh8tng2.lai5|he1|sann2
kam1a2	kam1.a2
kam1a2	kam1.a2
ce1 sann2	ce1|sann2
kui2 ciah4	kui2|ciah4
ciah4	ciah4
ciah4	ciah4
sann1 ciah4	sann1|ciah4
sann1 ciah4	sann1|ciah4
ca1me5 li2 kha1ciah4phiann1 be2be2	ca1.me5|li2|kha1.ciah4.phiann1|be2.be2
li2 be2be2	li2|be2.be2
siann2	siann2
siann2	siann2
siann2	siann2
li2 khi3 kainn3tioh8	li2|khi3|kainn3.tioh8
li2 ting3tioh8	li2|ting3.tioh8
he1 phang1 bang2	he1|phang1|bang2
phah4si2	phah4.si2
pong3phau3	pong3.phau3
sio1kim1	sio1.kim1
sio1kim1 thng3tioh8	sio1.kim1|thng3.tioh8
be7sai2 long2 kha1	be7sai2|long2|kha1
ki5a2	ki5a2
ki5a2	ki5a2
he1 gu5a2	he1|gu5a2
ne1ne1	ne1.ne1
koh4 ne1ne1	koh4|ne1.ne1
be7sai2 kha1 pi2	be7sai2|kha1|pi2
chiu2	chiu2
tih4 khun3jiao4	tih4|khun3.jiao4
niau1mi1	niau1.mi1
sio1phah4	sio1.phah4
ciah4 se3 ciah4	ciah4|se3|ciah4
i1 i1	i1|i1
ciah4	ciah4
se3 ciah4	se3|ciah4
koh4 kai2 phah4si2	koh4|kai2|phah4.si2
ko1ko1	ko1.ko1
ko1ko1 kio3 sann2mih8	ko1.ko1|kio3|sann2.mih8
ko1ko1 khi3 thak8cheh4	ko1.ko1|khi3|thak8cheh4
sia2ji7	sia2.ji7
ko1ko1 thau1lim1	ko1.ko1|thau1.lim1
ka1sau3	ka1.sau3
ko1ko1 i1sing1	ko1.ko1|i1.sing1
cu3sia7	cu3.sia7
pat8a2	pat8a2
a1po5 li2	a1.po5|li2
ce1 sann2	ce1|sann2
thau5khak4 ting2	thau5khak4|ting2
liah8khi2lai5 cu2cu2 ho2	liah8khi2.lai5|cu2.cu2|ho2
kok0kok0ke1	kok0kok0ke1
ah4bi5bi5	ah4.bi5bi5
ce1 hia1 it4tit8	ce1|hia1|it4.tit8
li2	li2
sann2lang5	sann2.lang5
ko1ko1	ko1.ko1
li2	li2
a2be7	a2.be7
kau2 tueh4	kau2|tueh4
kok0kok0ke1 li2 tok4	kok0kok0ke1|li2|tok4
he1 siann2	he1|siann2
li2	li2
he1 sann2	he1|sann2
ciau2a2	ciau2.a2
hui1ling5ki1 an3ne1 pue1khi2khi3	hui1.ling5ki1|an3.ne1|pue1.khi2.khi3
li2 hui1ling5ki1	li2|hui1.ling5ki1
koh4	koh4
kong3	kong3
ko1ko1	ko1.ko1
li2 bo5thang1a2 an3ne1	li2|bo5thang1.a2|an3.ne1
iah8a2	iah8a2
iah8a2	iah8a2
khi3 hia1	khi3|hia1
thoo5khoo3a2 hia1	thoo5khoo3.a2|hia1
khi3 thak8cheh4	khi3|thak8cheh4
kong2 cit4	kong2|cit4
thiann3thiann3	thiann3.thiann3
ce1 sai2	ce1|sai2
pa1pa1 sai2	pa1.pa1|sai2
khi3	khi3
an3ne1	an3.ne1
niau1mi1	niau1.mi1
khuann3 sui2 ai3	khuann3|sui2|ai3
in1	in1
in1	in1
cit4	cit4
chia1 lai7te2	chia1|lai7te2
lai7te2 li2	lai7te2|li2
leh4 se2bi2 cu2png7	leh4|se2.bi2|cu2.png7
ce1 se2bi2 cu2png7	ce1|se2.bi2|cu2.png7
a1ma2	a1.ma2
a1ma2	a1.ma2
khi3 tueh4	khi3|tueh4
a1m2 in1 tau1 cing3	a1.m2|in1|tau1|cing3
a1lin2	a1.lin2
ko1ko1 khok0khok0be2	ko1.ko1|khok0khok0be2
ko1ko1	ko1.ko1
cit8pah4 khoo1	cit8pah4|khoo1
khok0be2	khok0be2
thak8cheh4	thak8cheh4
khi3	khi3
i1 kong2 thiann3	i1|kong2|thiann3
he1 gu5a2	he1|gu5a2
he1 gu5a2	he1|gu5a2
he1 peh4kong1a2 khan1	he1|peh4.kong1.a2|khan1
sui2	sui2
a1ma2 co3 sann1 ho2	a1.ma2|co3|sann1|ho2
a1ma2 co3 sann1 ho2	a1.ma2|co3|sann1|ho2
kue3 pong7khang1	kue3|pong7khang1
pong3phau3	pong3.phau3
pue1khi3 thinn1ting2 khi3	pue1.khi3|thinn1.ting2|khi3
pue1khi3 thinn1ting2 khi3	pue1.khi3|thinn1.ting2|khi3
pue1 ting2 khi3	pue1|ting2|khi3
piann2	piann2
thng5a2	thng5a2
kin1cio1	kin1.cio1
kin1cio1	kin1.cio1
bue2liu1	bue2.liu1
bak8ciu1 tueh4	bak8ciu1|tueh4
kha1	kha1
li2 an3ne1 oo1so5so5	li2|an3.ne1|oo1.so5so5
kuan1to1 kiam3to1	kuan1.to1|kiam3.to1
kuan1to1	kuan1.to1
ce3kong1 an3ne1 lai7te2 he1 sio1phah4	ce3.kong1|an3.ne1|lai7te2|he1|sio1.phah4
be7sai2	be7sai2
a1ma2 ciu2	a1.ma2|ciu2
a1ma2 ciu2	a1.ma2|ciu2
ti1tu1	ti1.tu1
leh4 sann2	leh4|sann2
khun3jiao4	khun3.jiao4
sann2mih8 cing3 pat8a2	sann2.mih8|cing3|pat8a2
a1ma2 khi3 cing3chai3	a1.ma2|khi3|cing3.chai3
a1ma2 cing3chai3	a1.ma2|cing3.chai3
be2 bah4cang3 li2	be2|bah4.cang3|li2
kah4 a1ma2 pau1 bah4cang3	kah4|a1.ma2|pau1|bah4.cang3
a1lin2	a1.lin2
bah4cang3	bah4.cang3
li2 koh4 li3	li2|koh4|li3
ce1	ce1
a1kong1 kah4 a1ma2 khi3 cing3chai3	a1.kong1|kah4|a1.ma2|khi3|cing3.chai3
khi3 tueh4 cing3chai3	khi3|tueh4|cing3.chai3
cing3 kah4 chiu2 oo1oo1	cing3|kah4|chiu2|oo1.oo1
cing3	cing3
a1kong1	a1.kong1
li2 bo5ai3	li2|bo5ai3
niau1mi1 cim2thau5 leh4 khun3jiao4	niau1.mi1|cim2.thau5|leh4|khun3.jiao4
a1ma2	a1.ma2
cing3hue1 ai3 cui2	cing3.hue1|ai3|cui2
cu2khi2lai5	cu2.khi2.lai5
be2khi2lai5	be2.khi2.lai5
be2khi2lai5 ho2	be2.khi2.lai5|ho2
kong2 be2khi2lai5 tng2lai5 cu2 a1lin2 ho2	kong2|be2.khi2.lai5|tng2.lai5|cu2|a1.lin2|ho2
li2 ka1ti7 tau3	li2|ka1.ti7|tau3
a1lin2 koh4 tau3	a1.lin2|koh4|tau3
hia1	hia1
tau3 khuann3mai7a2	tau3|khuann3.mai7a2
li2 long1jip8khi3	li2|long1.jip8khi3
li2 long1lue3	li2|long1.lue3
khi3	khi3
cia1 koh4	cia1|koh4
huat4too7	huat4.too7
he1 siann2	he1|siann2
ah4bi5bi5 tueh4	ah4.bi5bi5|tueh4
ah4bi5bi5	ah4.bi5bi5
ah4bi5bi5e0 tueh4	ah4.bi5bi5e0|tueh4
he1 sann2	he1|sann2
he1 sann2	he1|sann2
kok0kok0ke1	kok0kok0ke1
kok0kok0ke1 kiann2 ah4bi5bi5	kok0kok0ke1|kiann2|ah4.bi5bi5
kok0kok0ke1	kok0kok0ke1
ciah4 ciah4	ciah4|ciah4
ciau2	ciau2
ce1 siann2	ce1|siann2
chau3moo1moo1	chau3.moo1.moo1
chi2chi2 tueh4	chi2.chi2|tueh4
si3kha1a2	si3.kha1.a2
si3kha1a2	si3.kha1.a2
li2 kong2	li2|kong2
si3kha1a2	si3.kha1.a2
chu3 tueh4	chu3|tueh4
tueh4	tueh4
i1 kha1 tueh4	i1|kha1|tueh4
khng3 leh4 hia1	khng3|leh4|hia1
cio3kiann3	cio3.kiann3
ai3sui2	ai3.sui2
li2 cau2khi3 tueh4 sng2	li2|cau2.khi3|tueh4|sng2
cia1 in1 tau1	cia1|in1|tau1
he1	he1
chau3me0koh0	chau3.me0koh0
ko1ko1	ko1.ko1
ko1ko1	ko1.ko1
ko1ko1	ko1.ko1
li2 cia1	li2|cia1
a1i5	a1.i5
tan2le0 ciah4 li2	tan2.le0|ciah4|li2
khah4tan2	khah4.tan2
sann2mih8	sann2.mih8
ce1	ce1
lai7te2 sann2	lai7te2|sann2
lai7te2 khng3 hi5a2	lai7te2|khng3|hi5a2
khng3 chai3chai3	khng3|chai3.chai3
